"_id"	"_class"	"bigCode"	"bigName"	"departmentCode"	"departmentName"	"hospitalCode"	"introduction"
"608d6156d6089e216bd685f5"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200048378"	"卫干门诊(内科)"	"1000_0"	"卫干门诊(内科)"
"608d6156d6089e216bd685f6"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200048380"	"特需免疫内科门诊2"	"1000_0"	"特需免疫内科门诊2"
"608d6156d6089e216bd685f7"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200048440"	"特需感染内科门诊2"	"1000_0"	"特需感染内科门诊2"
"608d6156d6089e216bd685f8"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004002"	"内分泌科门诊(西院)"	"1000_0"	"内分泌科门诊(西院)"
"608d6156d6089e216bd685f9"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004004"	"特需内分泌科门诊2"	"1000_0"	"特需内分泌科门诊2"
"608d6156d6089e216bd685fa"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004020"	"特需普通内科门诊(西院)"	"1000_0"	"特需普通内科门诊(西院)"
"608d6156d6089e216bd685fb"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004014"	"肿瘤内科门诊"	"1000_0"	"肿瘤内科门诊"
"608d6156d6089e216bd685fc"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003975"	"心内科门诊"	"1000_0"	"心内科门诊"
"608d6156d6089e216bd685fd"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003976"	"心内科门诊(西院)"	"1000_0"	"心内科门诊(西院)"
"608d6156d6089e216bd685fe"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003977"	"心内科高血压专科门诊"	"1000_0"	"心内科高血压专科门诊"
"608d6156d6089e216bd685ff"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003978"	"特需心内科门诊"	"1000_0"	"特需心内科门诊"
"608d6156d6089e216bd68600"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004005"	"神经科门诊"	"1000_0"	"神经科门诊"
"608d6156d6089e216bd68601"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004006"	"神经科门诊(西院)"	"1000_0"	"神经科门诊(西院)"
"608d6156d6089e216bd68602"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004007"	"神经内科癫痫门诊"	"1000_0"	"神经内科癫痫门诊"
"608d6156d6089e216bd68603"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004010"	"特需神经科门诊2"	"1000_0"	"特需神经科门诊2"
"608d6156d6089e216bd68604"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003997"	"消化内科门诊"	"1000_0"	"消化内科门诊"
"608d6156d6089e216bd68605"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003998"	"消化内科门诊(西院)"	"1000_0"	"消化内科门诊(西院)"
"608d6156d6089e216bd68606"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003999"	"早期胃癌专科门诊"	"1000_0"	"早期胃癌专科门诊"
"608d6156d6089e216bd68607"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004000"	"特需消化内科门诊"	"1000_0"	"特需消化内科门诊"
"608d6156d6089e216bd68608"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004001"	"内分泌科门诊"	"1000_0"	"内分泌科门诊"
"608d6156d6089e216bd68609"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004003"	"特需内分泌科门诊"	"1000_0"	"特需内分泌科门诊"
"608d6156d6089e216bd6860a"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003989"	"免疫内科门诊"	"1000_0"	"免疫内科门诊"
"608d6156d6089e216bd6860b"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003990"	"免疫内科门诊(西院)"	"1000_0"	"免疫内科门诊(西院)"
"608d6156d6089e216bd6860c"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003991"	"特需免疫内科门诊"	"1000_0"	"特需免疫内科门诊"
"608d6156d6089e216bd6860d"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003992"	"特需免疫内科门诊(西院)"	"1000_0"	"特需免疫内科门诊(西院)"
"608d6156d6089e216bd6860e"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003993"	"呼吸内科门诊"	"1000_0"	"呼吸内科门诊"
"608d6156d6089e216bd6860f"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003994"	"呼吸内科门诊(西院)"	"1000_0"	"呼吸内科门诊(西院)"
"608d6156d6089e216bd68610"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003995"	"戒烟门诊"	"1000_0"	"戒烟门诊"
"608d6156d6089e216bd68611"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003996"	"特需呼吸内科门诊"	"1000_0"	"特需呼吸内科门诊"
"608d6156d6089e216bd68612"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003979"	"肾内科门诊"	"1000_0"	"肾内科门诊"
"608d6156d6089e216bd68613"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003980"	"肾内科门诊(西院)"	"1000_0"	"肾内科门诊(西院)"
"608d6156d6089e216bd68614"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003981"	"特需肾内科门诊"	"1000_0"	"特需肾内科门诊"
"608d6156d6089e216bd68615"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003982"	"血液科门诊"	"1000_0"	"血液科门诊"
"608d6156d6089e216bd68616"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003983"	"血友病门诊(西院)"	"1000_0"	"血友病门诊(西院)"
"608d6156d6089e216bd68617"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003984"	"特需血液内科门诊"	"1000_0"	"特需血液内科门诊"
"608d6156d6089e216bd68618"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003985"	"感染内科门诊"	"1000_0"	"感染内科门诊"
"608d6156d6089e216bd68619"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003986"	"感染内科热病门诊"	"1000_0"	"感染内科热病门诊"
"608d6156d6089e216bd6861a"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003987"	"感染内科免疫功能低下门诊"	"1000_0"	"感染内科免疫功能低下门诊"
"608d6156d6089e216bd6861b"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003988"	"特需感染内科门诊"	"1000_0"	"特需感染内科门诊"
"608d6156d6089e216bd6861c"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003973"	"老年综合门诊"	"1000_0"	"老年综合门诊"
"608d6156d6089e216bd6861d"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003974"	"特需老年综合门诊"	"1000_0"	"特需老年综合门诊"
"608d6156d6089e216bd6861e"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200003972"	"内科门诊"	"1000_0"	"内科门诊"
"608d6156d6089e216bd6861f"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004018"	"普通内科门诊"	"1000_0"	"普通内科门诊"
"608d6156d6089e216bd68620"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004019"	"普通内科门诊(西院)"	"1000_0"	"普通内科门诊(西院)"
"608d6156d6089e216bd68621"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004015"	"肿瘤内科门诊(西院)"	"1000_0"	"肿瘤内科门诊(西院)"
"608d6156d6089e216bd68622"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004016"	"特需肿瘤内科门诊1"	"1000_0"	"特需肿瘤内科门诊1"
"608d6156d6089e216bd68623"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004017"	"特需肿瘤内科门诊(西院)"	"1000_0"	"特需肿瘤内科门诊(西院)"
"608d6157d6089e216bd68624"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004012"	"重症肌无力专科门诊"	"1000_0"	"重症肌无力专科门诊"
"608d6157d6089e216bd68625"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004008"	"头疼专科门诊"	"1000_0"	"头疼专科门诊"
"608d6157d6089e216bd68626"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004009"	"脑血管病专科门诊"	"1000_0"	"脑血管病专科门诊"
"608d6157d6089e216bd68627"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004011"	"痴呆与脑白质病专科门诊"	"1000_0"	"痴呆与脑白质病专科门诊"
"608d6157d6089e216bd68628"	"com.xzx.model.entity.Department"	"1c87253ca8aa8fc966a2443eeaac0fc1"	"内科"	"200004134"	"肝炎门诊"	"1000_0"	"肝炎门诊"
"608d6157d6089e216bd68629"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200045976"	"特需血管外科门诊2"	"1000_0"	"特需血管外科门诊2"
"608d6157d6089e216bd6862a"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200040164"	"特需胸外科门诊2"	"1000_0"	"特需胸外科门诊2"
"608d6157d6089e216bd6862b"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200048287"	"乳腺外科乳癌化疗门诊(西院)"	"1000_0"	"乳腺外科乳癌化疗门诊(西院)"
"608d6157d6089e216bd6862c"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200048331"	"乳腺外科乳癌随访门诊(西院)"	"1000_0"	"乳腺外科乳癌随访门诊(西院)"
"608d6157d6089e216bd6862d"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200048412"	"特需整形外科门诊2"	"1000_0"	"特需整形外科门诊2"
"608d6157d6089e216bd6862e"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200048490"	"泌尿外科专项诊疗门诊"	"1000_0"	"泌尿外科专项诊疗门诊"
"608d6157d6089e216bd6862f"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200048586"	"胸外科化疗专病门诊"	"1000_0"	"胸外科化疗专病门诊"
"608d6157d6089e216bd68630"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004041"	"特需神经外科门诊2"	"1000_0"	"特需神经外科门诊2"
"608d6157d6089e216bd68631"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004051"	"心外科门诊"	"1000_0"	"心外科门诊"
"608d6157d6089e216bd68632"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004052"	"心外科成人门诊"	"1000_0"	"心外科成人门诊"
"608d6157d6089e216bd68633"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004053"	"特需心外科门诊1"	"1000_0"	"特需心外科门诊1"
"608d6157d6089e216bd68634"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004054"	"特需心外科门诊2"	"1000_0"	"特需心外科门诊2"
"608d6157d6089e216bd68635"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004049"	"特需泌尿外科门诊2"	"1000_0"	"特需泌尿外科门诊2"
"608d6157d6089e216bd68636"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004072"	"特需肝脏外科门诊2"	"1000_0"	"特需肝脏外科门诊2"
"608d6157d6089e216bd68637"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004027"	"特需基本外科门诊2"	"1000_0"	"特需基本外科门诊2"
"608d6157d6089e216bd68638"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004031"	"特需骨科门诊2"	"1000_0"	"特需骨科门诊2"
"608d6157d6089e216bd68639"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004046"	"肾积水专科门诊"	"1000_0"	"肾积水专科门诊"
"608d6157d6089e216bd6863a"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004034"	"神经外科门诊"	"1000_0"	"神经外科门诊"
"608d6157d6089e216bd6863b"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004035"	"神经外科门诊(西院)"	"1000_0"	"神经外科门诊(西院)"
"608d6157d6089e216bd6863c"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004040"	"特需神经外科门诊"	"1000_0"	"特需神经外科门诊"
"608d6157d6089e216bd6863d"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004059"	"血管外科门诊"	"1000_0"	"血管外科门诊"
"608d6157d6089e216bd6863e"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004060"	"血管外科门诊(西院)"	"1000_0"	"血管外科门诊(西院)"
"608d6157d6089e216bd6863f"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004061"	"动脉疾病专科门诊"	"1000_0"	"动脉疾病专科门诊"
"608d6157d6089e216bd68640"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004062"	"特需血管外科门诊"	"1000_0"	"特需血管外科门诊"
"608d6157d6089e216bd68641"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004063"	"特需血管外科门诊(西院)"	"1000_0"	"特需血管外科门诊(西院)"
"608d6157d6089e216bd68642"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004032"	"胸外科门诊"	"1000_0"	"胸外科门诊"
"608d6157d6089e216bd68643"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004033"	"特需胸外科门诊"	"1000_0"	"特需胸外科门诊"
"608d6157d6089e216bd68644"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004066"	"特需整形外科门诊(西院)"	"1000_0"	"特需整形外科门诊(西院)"
"608d6157d6089e216bd68645"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004067"	"乳腺外科门诊"	"1000_0"	"乳腺外科门诊"
"608d6157d6089e216bd68646"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004068"	"乳腺外科门诊(西院)"	"1000_0"	"乳腺外科门诊(西院)"
"608d6157d6089e216bd68647"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004069"	"特需乳腺外科门诊(西院)1"	"1000_0"	"特需乳腺外科门诊(西院)1"
"608d6157d6089e216bd68648"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004042"	"泌尿外科门诊"	"1000_0"	"泌尿外科门诊"
"608d6157d6089e216bd68649"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004043"	"泌尿外科男科门诊"	"1000_0"	"泌尿外科男科门诊"
"608d6157d6089e216bd6864a"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004044"	"泌尿外科门诊(西院)"	"1000_0"	"泌尿外科门诊(西院)"
"608d6157d6089e216bd6864b"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004045"	"泌尿外科男科门诊(西院)"	"1000_0"	"泌尿外科男科门诊(西院)"
"608d6157d6089e216bd6864c"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004047"	"特需泌尿外科门诊"	"1000_0"	"特需泌尿外科门诊"
"608d6157d6089e216bd6864d"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004070"	"肝脏外科门诊"	"1000_0"	"肝脏外科门诊"
"608d6157d6089e216bd6864e"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004071"	"特需肝外科门诊"	"1000_0"	"特需肝外科门诊"
"608d6157d6089e216bd6864f"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004022"	"外科门诊"	"1000_0"	"外科门诊"
"608d6157d6089e216bd68650"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004023"	"基本外科门诊"	"1000_0"	"基本外科门诊"
"608d6157d6089e216bd68651"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004025"	"基本外科门诊(西院)"	"1000_0"	"基本外科门诊(西院)"
"608d6157d6089e216bd68652"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004026"	"特需基本外科门诊1"	"1000_0"	"特需基本外科门诊1"
"608d6157d6089e216bd68653"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004028"	"骨科门诊"	"1000_0"	"骨科门诊"
"608d6157d6089e216bd68654"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004029"	"骨科门诊(西院)"	"1000_0"	"骨科门诊(西院)"
"608d6157d6089e216bd68655"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004030"	"特需骨科门诊"	"1000_0"	"特需骨科门诊"
"608d6157d6089e216bd68656"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004064"	"整形美容外科门诊"	"1000_0"	"整形美容外科门诊"
"608d6157d6089e216bd68657"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004116"	"急诊科"	"1000_0"	"急诊科"
"608d6157d6089e216bd68658"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200004065"	"整形美容外科门诊(西院)"	"1000_0"	"整形美容外科门诊(西院)"
"608d6157d6089e216bd68659"	"com.xzx.model.entity.Department"	"cbc348c817edeffab9599ad12205fa78"	"外科"	"200039788"	"泌尿外科肾癌靶向治疗专病门诊"	"1000_0"	"泌尿外科肾癌靶向治疗专病门诊"
"608d6157d6089e216bd6865a"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200046682"	"特需综合妇科门诊"	"1000_0"	"特需综合妇科门诊"
"608d6157d6089e216bd6865b"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200046684"	"特需妇科内分泌门诊2"	"1000_0"	"特需妇科内分泌门诊2"
"608d6157d6089e216bd6865c"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048276"	"妇泌中心(西院)"	"1000_0"	"妇泌中心(西院)"
"608d6157d6089e216bd6865d"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048413"	"特需普通妇科门诊"	"1000_0"	"特需普通妇科门诊"
"608d6157d6089e216bd6865e"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048441"	"特需肿瘤妇科门诊"	"1000_0"	"特需肿瘤妇科门诊"
"608d6157d6089e216bd6865f"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048447"	"特需妇科计划生育门诊"	"1000_0"	"特需妇科计划生育门诊"
"608d6157d6089e216bd68660"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048487"	"特需产科门诊"	"1000_0"	"特需产科门诊"
"608d6157d6089e216bd68661"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048521"	"妇科计划生育门诊"	"1000_0"	"妇科计划生育门诊"
"608d6157d6089e216bd68662"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048522"	"综合妇科门诊"	"1000_0"	"综合妇科门诊"
"608d6157d6089e216bd68663"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200048523"	"妇科肿瘤门诊"	"1000_0"	"妇科肿瘤门诊"
"608d6157d6089e216bd68664"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004078"	"妇产科辅助生育中心"	"1000_0"	"妇产科辅助生育中心"
"608d6157d6089e216bd68665"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004073"	"妇科门诊"	"1000_0"	"妇科门诊"
"608d6157d6089e216bd68666"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004074"	"妇科门诊(西院)"	"1000_0"	"妇科门诊(西院)"
"608d6157d6089e216bd68667"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004075"	"特需妇科门诊"	"1000_0"	"特需妇科门诊"
"608d6157d6089e216bd68668"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004076"	"特需妇科门诊(西院)1"	"1000_0"	"特需妇科门诊(西院)1"
"608d6157d6089e216bd68669"	"com.xzx.model.entity.Department"	"17be7b5423b1782612f4a50608246fb4"	"妇产科"	"200004080"	"妇科内分泌门诊"	"1000_0"	"妇科内分泌门诊"
