"_id"	"_class"	"amount"	"availableNumber"	"departmentCode"	"doctorName"	"hospitalCode"	"hospitalScheduleId"	"reservedNumber"	"skill"	"status"	"title"	"workDate"	"workTime"
"608d6172d6089e216bd68713"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"18"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"26/12/2020 16:00:00"	"1"
"608d6172d6089e216bd68714"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"19"	"33"	"内分泌科常见病。"	"1"	"医师"	"18/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68715"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"20"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"27/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68716"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"21"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"27/12/2020 16:00:00"	"1"
"608d6172d6089e216bd68717"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"22"	"33"	"内分泌科常见病。"	"1"	"医师"	"19/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68718"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"23"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"28/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68719"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"24"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"28/12/2020 16:00:00"	"1"
"608d6172d6089e216bd6871a"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"25"	"33"	"内分泌科常见病。"	"1"	"医师"	"20/12/2020 16:00:00"	"0"
"608d6172d6089e216bd6871b"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"26"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"29/12/2020 16:00:00"	"0"
"608d6172d6089e216bd6871c"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"27"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"29/12/2020 16:00:00"	"1"
"608d6172d6089e216bd6871d"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"29"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"29/12/2020 16:00:00"	"0"
"608d6172d6089e216bd6871e"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"30"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"29/12/2020 16:00:00"	"1"
"608d6172d6089e216bd6871f"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"31"	"33"	"内分泌科常见病。"	"1"	"医师"	"31/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68720"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"32"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"31/12/2020 16:00:00"	"0"
"608d6172d6089e216bd68721"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"33"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"31/12/2020 16:00:00"	"1"
"608d6172d6089e216bd68722"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"34"	"33"	"内分泌科常见病。"	"1"	"医师"	"1/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68723"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"35"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"1/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68724"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"36"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"1/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68725"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"37"	"33"	"内分泌科常见病。"	"1"	"医师"	"2/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68726"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"38"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"2/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68727"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"39"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"2/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68728"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"40"	"33"	"内分泌科常见病。"	"1"	"医师"	"3/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68729"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"41"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"3/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6872a"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"42"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"3/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6872b"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"43"	"33"	"内分泌科常见病。"	"1"	"医师"	"4/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6872c"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"44"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"4/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6872d"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"45"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"4/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6872e"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"	"邵迎红"	"1000_0"	"46"	"33"	"内分泌科常见病。"	"1"	"医师"	"5/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6872f"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"47"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"5/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68730"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"48"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"5/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68731"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"49"	"33"	"内分泌科常见病。"	"1"	"医师"	"6/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68732"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"50"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"6/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68733"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"51"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"6/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68734"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"52"	"33"	"内分泌科常见病。"	"1"	"医师"	"7/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68735"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"53"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"7/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68736"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"54"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"7/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68737"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"55"	"33"	"内分泌科常见病。"	"1"	"医师"	"8/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68738"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"56"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"8/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68739"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"57"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"8/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6873a"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"58"	"33"	"内分泌科常见病。"	"1"	"医师"	"9/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6873b"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"59"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"9/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6873c"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"60"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"9/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6873d"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"61"	"33"	"内分泌科常见病。"	"1"	"医师"	"10/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6873e"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"62"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"10/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6873f"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"63"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"10/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68740"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"64"	"33"	"内分泌科常见病。"	"1"	"医师"	"11/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68741"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"65"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"11/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68742"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"66"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"11/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68743"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"67"	"33"	"内分泌科常见病。"	"1"	"医师"	"12/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68744"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"68"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"12/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68745"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"69"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"12/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68746"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"70"	"33"	"内分泌科常见病。"	"1"	"医师"	"13/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68747"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"71"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"13/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68748"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"72"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"13/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68749"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"73"	"33"	"内分泌科常见病。"	"1"	"医师"	"14/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6874a"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"74"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"14/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6874b"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"75"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"14/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6874c"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"76"	"33"	"内分泌科常见病。"	"1"	"医师"	"15/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6874d"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"77"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"15/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6874e"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"78"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"15/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6874f"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"79"	"33"	"内分泌科常见病。"	"1"	"医师"	"16/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68750"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"80"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"16/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68751"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"81"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"16/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68752"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"82"	"33"	"内分泌科常见病。"	"1"	"医师"	"17/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68753"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"83"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"17/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68754"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"84"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"17/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68755"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"85"	"33"	"内分泌科常见病。"	"1"	"医师"	"18/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68756"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"86"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"18/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68757"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"87"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"18/1/2021 16:00:00"	"1"
"608d6172d6089e216bd68758"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"88"	"33"	"内分泌科常见病。"	"1"	"医师"	"19/1/2021 16:00:00"	"0"
"608d6172d6089e216bd68759"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"89"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"19/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6875a"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"90"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"19/1/2021 16:00:00"	"1"
"608d6172d6089e216bd6875b"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"91"	"33"	"内分泌科常见病。"	"1"	"医师"	"20/1/2021 16:00:00"	"0"
"608d6172d6089e216bd6875c"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"92"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"20/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6875d"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"93"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"20/1/2021 16:00:00"	"1"
"608d6173d6089e216bd6875e"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"94"	"33"	"内分泌科常见病。"	"1"	"医师"	"21/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6875f"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"95"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"21/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68760"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"96"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"21/1/2021 16:00:00"	"1"
"608d6173d6089e216bd68761"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"97"	"33"	"内分泌科常见病。"	"1"	"医师"	"22/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68762"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"98"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"22/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68763"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"99"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"22/1/2021 16:00:00"	"1"
"608d6173d6089e216bd68764"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"100"	"33"	"内分泌科常见病。"	"1"	"医师"	"23/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68765"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"101"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"23/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68766"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"102"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"23/1/2021 16:00:00"	"1"
"608d6173d6089e216bd68767"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"103"	"33"	"内分泌科常见病。"	"1"	"医师"	"24/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68768"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"104"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"24/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68769"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"105"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"24/1/2021 16:00:00"	"1"
"608d6173d6089e216bd6876a"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"106"	"33"	"内分泌科常见病。"	"1"	"医师"	"25/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6876b"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"107"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"25/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6876c"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"108"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"25/1/2021 16:00:00"	"1"
"608d6173d6089e216bd6876d"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"109"	"33"	"内分泌科常见病。"	"1"	"医师"	"26/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6876e"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"110"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"26/1/2021 16:00:00"	"0"
"608d6173d6089e216bd6876f"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"111"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"26/1/2021 16:00:00"	"1"
"608d6173d6089e216bd68770"	"com.xzx.model.entity.Schedule"	"100"	"22"	"200040878"		"1000_0"	"112"	"33"	"内分泌科常见病。"	"1"	"医师"	"27/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68771"	"com.xzx.model.entity.Schedule"	"100"	"6"	"200040878"	"裴育"	"1000_0"	"113"	"40"	"骨质疏松和骨代谢疾病、糖尿病、甲状腺疾病。"	"1"	"副主任医师"	"27/1/2021 16:00:00"	"0"
"608d6173d6089e216bd68772"	"com.xzx.model.entity.Schedule"	"100"	"10"	"200040878"	"邵迎红"	"1000_0"	"114"	"27"	"内分泌与代谢性疾病。"	"1"	"副主任医师"	"27/1/2021 16:00:00"	"1"
